Time,SoC_1,Voltage_1,Current_1,Temperature_1,SoC_2,Voltage_2,Current_2,Temperature_2,SoC_3,Voltage_3,Current_3,Temperature_3,SoC_4,Voltage_4,Current_4,Temperature_4,SoC_5,Voltage_5,Current_5,Temperature_5,SoC_6,Voltage_6,Current_6,Temperature_6,SoC_7,Voltage_7,Current_7,Temperature_7,SoC_8,Voltage_8,Current_8,Temperature_8
0:0,51.0,49126.0,1556.0,24000.0,51.0,49154.0,1464.0,23000.0,48.0,49160.0,1376.0,23000.0,47.0,49139.0,1460.0,22000.0,50.0,49144.0,1148.0,22000.0,50.0,49118.0,1074.0,22000.0,,,,,,,,
0:1,51.0,49137.0,1484.0,24000.0,51.0,49147.0,1407.0,23000.0,48.0,49161.0,1322.0,23000.0,47.0,49136.0,1399.0,22000.0,50.0,49125.0,1074.0,22000.0,50.0,49127.0,1014.0,22000.0,,,,,,,,
0:1,51.0,49134.0,1472.0,24000.0,51.0,49147.0,1406.0,23000.0,48.0,49160.0,1350.0,23000.0,47.0,49144.0,1379.0,22000.0,49.0,49136.0,1060.0,22000.0,50.0,49123.0,996.0,22000.0,,,,,,,,
0:2,51.0,49128.0,1469.0,24000.0,51.0,49147.0,1383.0,23000.0,48.0,49155.0,1337.0,23000.0,47.0,49151.0,1397.0,22000.0,49.0,49146.0,1048.0,22000.0,50.0,49124.0,1012.0,22000.0,,,,,,,,
0:2,51.0,49133.0,1316.0,24000.0,51.0,49151.0,1259.0,23000.0,48.0,49158.0,1204.0,23000.0,47.0,49148.0,1248.0,22000.0,49.0,49142.0,964.0,22000.0,50.0,49121.0,890.0,22000.0,,,,,,,,
0:3,51.0,49149.0,1364.0,24000.0,51.0,49153.0,1310.0,23000.0,48.0,49142.0,1254.0,23000.0,47.0,49160.0,1300.0,22000.0,49.0,49143.0,1023.0,22000.0,50.0,49136.0,912.0,22000.0,,,,,,,,
0:3,51.0,49148.0,1554.0,24000.0,51.0,49138.0,1459.0,23000.0,48.0,49152.0,1378.0,23000.0,47.0,49153.0,1456.0,22000.0,49.0,49123.0,1139.0,22000.0,50.0,49134.0,1065.0,22000.0,,,,,,,,
0:4,51.0,49157.0,1629.0,24000.0,51.0,49128.0,1532.0,23000.0,48.0,49148.0,1442.0,23000.0,47.0,49150.0,1530.0,22000.0,49.0,49129.0,1204.0,22000.0,50.0,49136.0,1133.0,22000.0,,,,,,,,
0:4,51.0,49148.0,1499.0,24000.0,51.0,49138.0,1406.0,23000.0,48.0,49143.0,1342.0,23000.0,47.0,49155.0,1409.0,22000.0,49.0,49137.0,1094.0,22000.0,50.0,49133.0,1025.0,22000.0,,,,,,,,
0:5,51.0,49149.0,1151.0,24000.0,51.0,49146.0,1116.0,23000.0,48.0,49151.0,1022.0,23000.0,47.0,49164.0,1097.0,22000.0,49.0,49139.0,800.0,22000.0,50.0,49137.0,764.0,22000.0,,,,,,,,
