Time,SoC_1,Voltage_1,Current_1,Temperature_1,SoC_2,Voltage_2,Current_2,Temperature_2,SoC_3,Voltage_3,Current_3,Temperature_3,SoC_4,Voltage_4,Current_4,Temperature_4,SoC_5,Voltage_5,Current_5,Temperature_5,SoC_6,Voltage_6,Current_6,Temperature_6,SoC_7,Voltage_7,Current_7,Temperature_7,SoC_8,Voltage_8,Current_8,Temperature_8
0:0,31.0,48968.0,508.0,22000.0,32.0,48968.0,494.0,21000.0,30.0,48965.0,1119.0,21000.0,30.0,48975.0,886.0,20000.0,36.0,48964.0,1385.0,19000.0,36.0,48975.0,1491.0,19000.0,,,,,,,,
0:0,31.0,48973.0,539.0,22000.0,32.0,48969.0,525.0,21000.0,30.0,48967.0,1134.0,21000.0,30.0,48996.0,914.0,20000.0,36.0,48973.0,1409.0,19000.0,36.0,48968.0,1518.0,19000.0,,,,,,,,
0:1,31.0,48969.0,554.0,22000.0,32.0,48970.0,478.0,21000.0,30.0,48971.0,1102.0,21000.0,30.0,48982.0,926.0,20000.0,36.0,48965.0,1421.0,19000.0,36.0,48962.0,1516.0,19000.0,,,,,,,,
0:1,31.0,48967.0,508.0,22000.0,32.0,48960.0,501.0,21000.0,30.0,48981.0,1102.0,21000.0,30.0,48969.0,884.0,20000.0,36.0,48974.0,1389.0,19000.0,36.0,48976.0,1492.0,19000.0,,,,,,,,
0:2,31.0,48964.0,508.0,22000.0,32.0,48952.0,491.0,21000.0,30.0,48978.0,1099.0,21000.0,30.0,48986.0,880.0,20000.0,36.0,48984.0,1385.0,19000.0,36.0,48980.0,1488.0,19000.0,,,,,,,,
0:3,31.0,48962.0,599.0,22000.0,32.0,48944.0,577.0,21000.0,30.0,48967.0,1176.0,21000.0,30.0,48975.0,960.0,20000.0,35.0,48977.0,1455.0,19000.0,36.0,48972.0,1562.0,19000.0,,,,,,,,
0:3,31.0,48959.0,555.0,22000.0,32.0,48961.0,538.0,21000.0,30.0,48969.0,1143.0,21000.0,30.0,48976.0,922.0,20000.0,35.0,48964.0,1420.0,19000.0,36.0,48949.0,1534.0,19000.0,,,,,,,,
0:4,30.0,48971.0,541.0,22000.0,32.0,48947.0,551.0,21000.0,30.0,48984.0,1128.0,21000.0,30.0,48966.0,918.0,20000.0,35.0,48973.0,1414.0,19000.0,36.0,48964.0,1552.0,19000.0,,,,,,,,
0:4,30.0,48956.0,583.0,22000.0,32.0,48944.0,557.0,21000.0,30.0,48976.0,1166.0,21000.0,30.0,48960.0,950.0,20000.0,35.0,48951.0,1455.0,19000.0,36.0,48952.0,1560.0,19000.0,,,,,,,,
0:5,30.0,48939.0,714.0,21000.0,32.0,48940.0,649.0,21000.0,30.0,48963.0,1244.0,21000.0,30.0,48975.0,1030.0,20000.0,35.0,48964.0,1539.0,19000.0,36.0,48962.0,1649.0,19000.0,,,,,,,,
0:5,30.0,48945.0,606.0,22000.0,32.0,48958.0,588.0,21000.0,30.0,48955.0,1180.0,21000.0,30.0,48975.0,964.0,20000.0,35.0,48973.0,1474.0,19000.0,35.0,48958.0,1576.0,19000.0,,,,,,,,
0:6,30.0,48950.0,637.0,22000.0,32.0,48949.0,642.0,21000.0,30.0,48959.0,1226.0,21000.0,30.0,48962.0,1016.0,20000.0,35.0,48961.0,1524.0,19000.0,35.0,48957.0,1621.0,19000.0,,,,,,,,
0:6,30.0,48935.0,545.0,22000.0,32.0,48954.0,540.0,21000.0,30.0,48949.0,1125.0,21000.0,30.0,48962.0,908.0,20000.0,35.0,48973.0,1442.0,19000.0,35.0,48950.0,1547.0,19000.0,,,,,,,,
0:7,30.0,48952.0,515.0,22000.0,32.0,48953.0,498.0,21000.0,30.0,48971.0,1096.0,21000.0,30.0,48971.0,894.0,20000.0,35.0,48965.0,1414.0,19000.0,35.0,48956.0,1530.0,19000.0,,,,,,,,
0:7,30.0,48953.0,507.0,22000.0,32.0,48963.0,484.0,21000.0,29.0,48971.0,1096.0,21000.0,30.0,48985.0,872.0,20000.0,35.0,48970.0,1404.0,19000.0,35.0,48971.0,1516.0,19000.0,,,,,,,,
0:8,30.0,48956.0,638.0,22000.0,32.0,48954.0,600.0,21000.0,29.0,48963.0,1191.0,21000.0,30.0,48983.0,984.0,20000.0,35.0,48966.0,1492.0,19000.0,35.0,48965.0,1604.0,19000.0,,,,,,,,
0:8,30.0,48940.0,588.0,22000.0,32.0,48949.0,568.0,21000.0,29.0,48960.0,1142.0,21000.0,30.0,48970.0,936.0,20000.0,35.0,48964.0,1492.0,19000.0,35.0,48949.0,1590.0,19000.0,,,,,,,,
