Time,SoC_1,Voltage_1,Current_1,Temperature_1,SoC_2,Voltage_2,Current_2,Temperature_2,SoC_3,Voltage_3,Current_3,Temperature_3,SoC_4,Voltage_4,Current_4,Temperature_4,SoC_5,Voltage_5,Current_5,Temperature_5,SoC_6,Voltage_6,Current_6,Temperature_6,SoC_7,Voltage_7,Current_7,Temperature_7,SoC_8,Voltage_8,Current_8,Temperature_8
0:0,45.0,49012.0,1717.0,21000.0,46.0,49047.0,1650.0,21000.0,42.0,49032.0,1573.0,21000.0,42.0,49043.0,1590.0,20000.0,45.0,49020.0,1244.0,19000.0,46.0,49008.0,1184.0,19000.0,,,,,,,,
0:1,45.0,49018.0,1646.0,21000.0,46.0,49025.0,1582.0,21000.0,42.0,49038.0,1636.0,21000.0,42.0,49045.0,1556.0,20000.0,45.0,49021.0,1207.0,19000.0,46.0,49011.0,1140.0,19000.0,,,,,,,,
0:1,45.0,49021.0,1874.0,21000.0,46.0,49021.0,1784.0,21000.0,42.0,49028.0,1702.0,21000.0,42.0,49012.0,1719.0,20000.0,45.0,49024.0,1353.0,19000.0,46.0,49016.0,1302.0,19000.0,,,,,,,,
0:2,45.0,49037.0,1788.0,21000.0,46.0,49016.0,1712.0,21000.0,42.0,49048.0,1642.0,21000.0,42.0,49028.0,1664.0,20000.0,45.0,49032.0,1302.0,19000.0,46.0,49018.0,1246.0,19000.0,,,,,,,,
0:2,45.0,49018.0,1692.0,21000.0,46.0,49037.0,1628.0,21000.0,42.0,49037.0,1588.0,21000.0,42.0,49038.0,1586.0,20000.0,45.0,49002.0,1247.0,19000.0,46.0,49001.0,1176.0,19000.0,,,,,,,,
0:3,45.0,49035.0,1596.0,21000.0,46.0,49039.0,1544.0,21000.0,42.0,49045.0,1499.0,21000.0,42.0,49040.0,1518.0,20000.0,45.0,49008.0,1164.0,19000.0,46.0,49012.0,1112.0,19000.0,,,,,,,,
0:3,44.0,49019.0,1801.0,21000.0,46.0,49037.0,1734.0,21000.0,42.0,49032.0,1650.0,21000.0,42.0,49038.0,1680.0,20000.0,45.0,49008.0,1311.0,19000.0,46.0,49008.0,1253.0,19000.0,,,,,,,,
0:4,44.0,49035.0,1692.0,21000.0,46.0,49009.0,1632.0,21000.0,42.0,49044.0,1584.0,21000.0,42.0,49019.0,1592.0,20000.0,45.0,49029.0,1247.0,19000.0,46.0,49022.0,1187.0,19000.0,,,,,,,,
0:4,44.0,49033.0,1802.0,21000.0,46.0,49018.0,1646.0,21000.0,42.0,49045.0,1598.0,21000.0,42.0,49026.0,1666.0,20000.0,45.0,49025.0,1310.0,19000.0,46.0,49023.0,1250.0,19000.0,,,,,,,,
0:5,44.0,49009.0,1750.0,21000.0,46.0,49037.0,1678.0,21000.0,42.0,49028.0,1614.0,21000.0,42.0,49038.0,1637.0,20000.0,45.0,49005.0,1278.0,19000.0,46.0,48995.0,1218.0,19000.0,,,,,,,,
0:5,44.0,49017.0,1806.0,21000.0,45.0,49037.0,1730.0,21000.0,42.0,49034.0,1660.0,21000.0,42.0,49040.0,1683.0,20000.0,45.0,49002.0,1326.0,19000.0,46.0,49004.0,1256.0,19000.0,,,,,,,,
0:6,44.0,49034.0,1717.0,21000.0,45.0,49014.0,1638.0,21000.0,42.0,49046.0,1592.0,21000.0,41.0,49024.0,1598.0,20000.0,44.0,49026.0,1256.0,19000.0,46.0,49017.0,1192.0,19000.0,,,,,,,,
0:6,44.0,49015.0,1815.0,21000.0,45.0,49036.0,1729.0,21000.0,42.0,49026.0,1654.0,21000.0,41.0,49038.0,1694.0,20000.0,44.0,49009.0,1330.0,19000.0,46.0,48994.0,1264.0,19000.0,,,,,,,,
0:7,44.0,49022.0,1906.0,21000.0,45.0,49020.0,1792.0,21000.0,42.0,49029.0,1723.0,21000.0,41.0,49021.0,1757.0,20000.0,44.0,49004.0,1406.0,19000.0,46.0,49015.0,1329.0,19000.0,,,,,,,,
0:7,44.0,49013.0,1700.0,21000.0,45.0,49044.0,1632.0,21000.0,42.0,49040.0,1584.0,21000.0,41.0,49037.0,1588.0,20000.0,44.0,49005.0,1239.0,19000.0,46.0,49001.0,1182.0,19000.0,,,,,,,,
0:8,44.0,49025.0,1704.0,21000.0,45.0,49039.0,1663.0,21000.0,42.0,49026.0,1602.0,21000.0,41.0,49036.0,1605.0,20000.0,44.0,49007.0,1273.0,19000.0,46.0,49003.0,1190.0,19000.0,,,,,,,,
0:8,44.0,49011.0,1846.0,21000.0,45.0,49026.0,1745.0,21000.0,42.0,49047.0,1646.0,21000.0,41.0,49017.0,1713.0,20000.0,44.0,49014.0,1344.0,19000.0,46.0,49016.0,1270.0,19000.0,,,,,,,,
0:9,44.0,49030.0,1724.0,21000.0,45.0,49026.0,1647.0,21000.0,42.0,49047.0,1597.0,21000.0,41.0,49013.0,1617.0,20000.0,44.0,49016.0,1266.0,19000.0,46.0,49015.0,1217.0,19000.0,,,,,,,,
0:10,44.0,49031.0,1777.0,21000.0,45.0,49014.0,1694.0,21000.0,42.0,49038.0,1638.0,21000.0,41.0,49017.0,1662.0,20000.0,44.0,49023.0,1302.0,19000.0,46.0,49023.0,1249.0,19000.0,,,,,,,,
0:10,44.0,49023.0,1688.0,21000.0,45.0,49022.0,1618.0,21000.0,42.0,49032.0,1568.0,21000.0,41.0,49025.0,1585.0,20000.0,44.0,49009.0,1235.0,19000.0,46.0,49016.0,1182.0,19000.0,,,,,,,,
0:11,44.0,49038.0,1658.0,21000.0,45.0,49018.0,1598.0,21000.0,42.0,49048.0,1544.0,21000.0,41.0,49012.0,1567.0,20000.0,44.0,49018.0,1216.0,19000.0,46.0,49015.0,1172.0,19000.0,,,,,,,,
0:11,44.0,49014.0,1742.0,21000.0,45.0,49041.0,1664.0,21000.0,42.0,49033.0,1637.0,21000.0,41.0,49038.0,1622.0,20000.0,44.0,49006.0,1278.0,19000.0,46.0,49006.0,1210.0,19000.0,,,,,,,,
0:12,44.0,49021.0,1756.0,21000.0,45.0,49030.0,1666.0,21000.0,42.0,49037.0,1612.0,21000.0,41.0,49038.0,1634.0,20000.0,44.0,49003.0,1283.0,19000.0,46.0,49002.0,1224.0,19000.0,,,,,,,,
0:12,44.0,49009.0,1784.0,21000.0,45.0,49021.0,1703.0,21000.0,42.0,49029.0,1652.0,21000.0,41.0,49036.0,1660.0,20000.0,44.0,49010.0,1310.0,19000.0,46.0,48997.0,1260.0,19000.0,,,,,,,,
0:13,44.0,49030.0,1722.0,21000.0,45.0,49026.0,1634.0,21000.0,42.0,49042.0,1601.0,21000.0,41.0,49018.0,1596.0,20000.0,44.0,49001.0,1236.0,19000.0,46.0,49019.0,1193.0,19000.0,,,,,,,,
0:13,44.0,49012.0,1728.0,21000.0,45.0,49029.0,1656.0,21000.0,42.0,49022.0,1616.0,21000.0,41.0,49032.0,1624.0,20000.0,44.0,49009.0,1268.0,19000.0,46.0,48990.0,1225.0,19000.0,,,,,,,,
0:14,44.0,49014.0,1724.0,21000.0,45.0,49024.0,1648.0,21000.0,41.0,49023.0,1600.0,21000.0,41.0,49029.0,1613.0,20000.0,44.0,49020.0,1268.0,19000.0,46.0,48998.0,1222.0,19000.0,,,,,,,,
0:14,44.0,49016.0,1834.0,21000.0,45.0,49025.0,1751.0,21000.0,41.0,49024.0,1678.0,21000.0,41.0,49030.0,1712.0,20000.0,44.0,49021.0,1348.0,19000.0,46.0,49000.0,1296.0,19000.0,,,,,,,,
0:15,44.0,49007.0,1804.0,21000.0,45.0,49030.0,1714.0,21000.0,41.0,49020.0,1670.0,21000.0,41.0,49037.0,1675.0,20000.0,44.0,49015.0,1334.0,19000.0,46.0,48992.0,1270.0,19000.0,,,,,,,,
0:15,44.0,49021.0,1713.0,21000.0,45.0,49022.0,1636.0,21000.0,41.0,49024.0,1589.0,21000.0,41.0,49030.0,1600.0,20000.0,44.0,49027.0,1256.0,19000.0,46.0,49005.0,1204.0,19000.0,,,,,,,,
0:16,44.0,49010.0,1750.0,21000.0,45.0,49028.0,1660.0,21000.0,41.0,49024.0,1617.0,21000.0,41.0,49031.0,1629.0,20000.0,44.0,49013.0,1277.0,19000.0,46.0,48997.0,1227.0,19000.0,,,,,,,,
0:16,44.0,49020.0,1794.0,21000.0,45.0,49012.0,1699.0,21000.0,41.0,49033.0,1633.0,21000.0,41.0,49021.0,1659.0,20000.0,44.0,49024.0,1313.0,19000.0,46.0,49013.0,1258.0,19000.0,,,,,,,,
0:17,44.0,49022.0,1724.0,21000.0,45.0,49026.0,1655.0,21000.0,41.0,49042.0,1616.0,21000.0,41.0,49023.0,1619.0,20000.0,44.0,48998.0,1277.0,19000.0,46.0,49011.0,1227.0,19000.0,,,,,,,,
0:17,44.0,49010.0,1812.0,21000.0,45.0,49024.0,1713.0,21000.0,41.0,49025.0,1660.0,21000.0,41.0,49036.0,1681.0,20000.0,44.0,49020.0,1328.0,19000.0,46.0,49001.0,1277.0,19000.0,,,,,,,,
0:18,44.0,49019.0,1674.0,21000.0,45.0,49034.0,1599.0,21000.0,41.0,49051.0,1632.0,21000.0,41.0,49028.0,1569.0,20000.0,44.0,49000.0,1232.0,19000.0,46.0,49007.0,1176.0,19000.0,,,,,,,,
0:19,44.0,49003.0,2127.0,21000.0,45.0,48997.0,1732.0,21000.0,41.0,49004.0,1954.0,21000.0,41.0,49018.0,1949.0,20000.0,44.0,49010.0,1547.0,19000.0,46.0,48988.0,1520.0,19000.0,,,,,,,,
0:19,44.0,49013.0,1859.0,21000.0,45.0,49006.0,1769.0,21000.0,41.0,49020.0,1726.0,21000.0,41.0,49004.0,1733.0,20000.0,44.0,49013.0,1376.0,19000.0,46.0,49002.0,1324.0,19000.0,,,,,,,,
0:20,44.0,48998.0,1931.0,21000.0,45.0,49003.0,1816.0,21000.0,41.0,49013.0,1776.0,21000.0,41.0,49004.0,1796.0,20000.0,44.0,49001.0,1431.0,19000.0,46.0,48987.0,1366.0,19000.0,,,,,,,,
0:20,43.0,49017.0,1836.0,21000.0,45.0,48991.0,1738.0,21000.0,41.0,49006.0,1718.0,21000.0,41.0,49005.0,1721.0,20000.0,44.0,48988.0,1368.0,19000.0,46.0,49009.0,1312.0,19000.0,,,,,,,,
0:21,43.0,49003.0,1920.0,21000.0,45.0,49011.0,1816.0,21000.0,41.0,49020.0,1774.0,21000.0,41.0,49021.0,1787.0,20000.0,44.0,49014.0,1428.0,19000.0,46.0,48986.0,1368.0,19000.0,,,,,,,,
0:21,43.0,48991.0,1957.0,21000.0,45.0,49009.0,1846.0,21000.0,41.0,49032.0,1789.0,21000.0,41.0,49019.0,1817.0,20000.0,44.0,49012.0,1446.0,19000.0,46.0,48979.0,1393.0,19000.0,,,,,,,,
0:22,43.0,49006.0,1957.0,21000.0,45.0,48998.0,1854.0,21000.0,41.0,49014.0,1797.0,21000.0,41.0,48992.0,1823.0,19000.0,44.0,48999.0,1450.0,19000.0,46.0,49002.0,1396.0,19000.0,,,,,,,,
0:22,43.0,49005.0,1935.0,21000.0,45.0,49016.0,1826.0,21000.0,41.0,49023.0,1784.0,21000.0,41.0,49017.0,1802.0,20000.0,44.0,48994.0,1436.0,19000.0,45.0,48993.0,1380.0,19000.0,,,,,,,,
0:23,43.0,48974.0,2285.0,21000.0,44.0,48986.0,2146.0,21000.0,41.0,48992.0,2084.0,21000.0,41.0,48989.0,2111.0,19000.0,44.0,48985.0,1700.0,19000.0,45.0,48965.0,1642.0,19000.0,,,,,,,,
0:23,43.0,48990.0,2396.0,21000.0,44.0,48996.0,2238.0,21000.0,41.0,49009.0,2162.0,21000.0,40.0,48972.0,2205.0,20000.0,44.0,48971.0,1780.0,19000.0,45.0,48965.0,1723.0,18000.0,,,,,,,,
0:24,43.0,48971.0,2350.0,21000.0,44.0,48980.0,2202.0,21000.0,41.0,49004.0,2127.0,21000.0,40.0,48994.0,2158.0,20000.0,44.0,48985.0,1747.0,19000.0,45.0,48961.0,1681.0,19000.0,,,,,,,,
0:24,43.0,48984.0,2218.0,21000.0,44.0,48987.0,2076.0,21000.0,41.0,49003.0,2037.0,21000.0,40.0,48975.0,2053.0,20000.0,44.0,48961.0,1666.0,19000.0,45.0,48971.0,1595.0,19000.0,,,,,,,,
0:25,43.0,48976.0,2325.0,21000.0,44.0,48973.0,2186.0,21000.0,41.0,48987.0,2129.0,21000.0,40.0,48953.0,2158.0,19000.0,44.0,48963.0,1738.0,19000.0,45.0,48963.0,1680.0,19000.0,,,,,,,,
0:25,43.0,48966.0,2280.0,21000.0,44.0,48959.0,2122.0,21000.0,41.0,48978.0,2086.0,21000.0,40.0,48968.0,2117.0,20000.0,44.0,48953.0,1715.0,19000.0,45.0,48952.0,1656.0,19000.0,,,,,,,,
0:26,43.0,48969.0,2251.0,21000.0,44.0,48987.0,2118.0,21000.0,41.0,48999.0,2074.0,21000.0,40.0,48991.0,2093.0,20000.0,44.0,48971.0,1700.0,19000.0,45.0,48957.0,1626.0,19000.0,,,,,,,,
0:26,43.0,48977.0,2210.0,21000.0,44.0,48988.0,2082.0,21000.0,41.0,48997.0,2052.0,21000.0,40.0,48975.0,2066.0,20000.0,44.0,48962.0,1672.0,19000.0,45.0,48956.0,1598.0,19000.0,,,,,,,,
0:27,43.0,48985.0,2242.0,21000.0,44.0,48972.0,2108.0,21000.0,41.0,48978.0,2066.0,21000.0,40.0,48963.0,2080.0,20000.0,43.0,48948.0,1690.0,19000.0,45.0,48966.0,1630.0,19000.0,,,,,,,,
0:28,43.0,48959.0,2334.0,21000.0,44.0,48960.0,2172.0,21000.0,41.0,48984.0,2124.0,21000.0,40.0,48979.0,2150.0,20000.0,43.0,48955.0,1755.0,19000.0,45.0,48946.0,1681.0,19000.0,,,,,,,,
0:28,43.0,48953.0,2239.0,21000.0,44.0,48965.0,2102.0,21000.0,41.0,48976.0,2074.0,21000.0,40.0,48978.0,2085.0,19000.0,43.0,48963.0,1699.0,19000.0,45.0,48945.0,1630.0,19000.0,,,,,,,,
0:29,43.0,48971.0,2120.0,21000.0,44.0,48985.0,1992.0,21000.0,41.0,48995.0,2009.0,21000.0,40.0,48991.0,1982.0,20000.0,43.0,48973.0,1619.0,19000.0,45.0,48954.0,1538.0,19000.0,,,,,,,,
0:29,43.0,48966.0,2227.0,21000.0,44.0,48965.0,2136.0,21000.0,41.0,48982.0,2094.0,21000.0,40.0,48959.0,2076.0,20000.0,43.0,48949.0,1696.0,19000.0,45.0,48965.0,1624.0,19000.0,,,,,,,,
0:30,43.0,48977.0,2210.0,21000.0,44.0,48983.0,2080.0,21000.0,40.0,48989.0,2046.0,21000.0,40.0,48963.0,2055.0,20000.0,43.0,48965.0,1674.0,19000.0,45.0,48954.0,1604.0,19000.0,,,,,,,,
0:30,43.0,48964.0,2228.0,21000.0,44.0,48962.0,2093.0,21000.0,40.0,48978.0,2062.0,21000.0,40.0,48962.0,2072.0,20000.0,43.0,48947.0,1682.0,19000.0,45.0,48957.0,1617.0,19000.0,,,,,,,,
