Time,SoC_1,Voltage_1,Current_1,Temperature_1,SoC_2,Voltage_2,Current_2,Temperature_2,SoC_3,Voltage_3,Current_3,Temperature_3,SoC_4,Voltage_4,Current_4,Temperature_4,SoC_5,Voltage_5,Current_5,Temperature_5,SoC_6,Voltage_6,Current_6,Temperature_6,SoC_7,Voltage_7,Current_7,Temperature_7,SoC_8,Voltage_8,Current_8,Temperature_8
0:0,74.0,49796.0,1475.0,24000.0,72.0,49776.0,1514.0,24000.0,75.0,49797.0,1340.0,23000.0,74.0,49786.0,1528.0,22000.0,76.0,49780.0,1212.0,22000.0,73.0,49762.0,1007.0,21000.0,,,,,,,,
0:0,74.0,49797.0,1498.0,24000.0,72.0,49782.0,1544.0,24000.0,75.0,49790.0,1372.0,23000.0,74.0,49793.0,1538.0,22000.0,76.0,49787.0,1212.0,22000.0,73.0,49764.0,1014.0,21000.0,,,,,,,,
0:1,74.0,49772.0,1361.0,24000.0,72.0,49795.0,1416.0,24000.0,75.0,49809.0,1300.0,23000.0,74.0,49786.0,1430.0,22000.0,76.0,49771.0,1106.0,22000.0,73.0,49783.0,923.0,21000.0,,,,,,,,
0:1,74.0,49780.0,1397.0,24000.0,72.0,49796.0,1443.0,24000.0,75.0,49802.0,1300.0,23000.0,74.0,49794.0,1442.0,22000.0,76.0,49772.0,1134.0,22000.0,73.0,49789.0,950.0,21000.0,,,,,,,,
0:2,74.0,49796.0,1319.0,24000.0,72.0,49795.0,1379.0,24000.0,75.0,49810.0,1258.0,23000.0,74.0,49808.0,1382.0,22000.0,76.0,49789.0,1084.0,22000.0,73.0,49778.0,897.0,21000.0,,,,,,,,
0:2,74.0,49780.0,1393.0,24000.0,72.0,49804.0,1477.0,24000.0,75.0,49789.0,1392.0,23000.0,74.0,49784.0,1484.0,22000.0,76.0,49767.0,1174.0,22000.0,73.0,49782.0,974.0,21000.0,,,,,,,,
0:3,74.0,49797.0,1420.0,24000.0,72.0,49790.0,1464.0,24000.0,75.0,49810.0,1310.0,23000.0,74.0,49802.0,1464.0,22000.0,76.0,49789.0,1168.0,22000.0,73.0,49775.0,958.0,21000.0,,,,,,,,
0:3,73.0,49791.0,1384.0,24000.0,72.0,49788.0,1428.0,24000.0,75.0,49801.0,1314.0,23000.0,74.0,49783.0,1432.0,22000.0,76.0,49778.0,1134.0,22000.0,73.0,49778.0,936.0,21000.0,,,,,,,,
0:4,73.0,49800.0,1447.0,24000.0,72.0,49787.0,1488.0,24000.0,75.0,49807.0,1366.0,23000.0,74.0,49806.0,1498.0,22000.0,76.0,49788.0,1185.0,22000.0,73.0,49776.0,986.0,21000.0,,,,,,,,
0:4,73.0,49801.0,1440.0,24000.0,72.0,49783.0,1478.0,24000.0,75.0,49810.0,1357.0,23000.0,73.0,49802.0,1482.0,22000.0,76.0,49787.0,1180.0,22000.0,73.0,49773.0,972.0,21000.0,,,,,,,,
0:5,73.0,49789.0,1580.0,24000.0,72.0,49777.0,1614.0,24000.0,75.0,49800.0,1546.0,23000.0,73.0,49797.0,1622.0,22000.0,76.0,49785.0,1297.0,22000.0,73.0,49763.0,1084.0,21000.0,,,,,,,,
