Time,SoC_1,Voltage_1,Current_1,Temperature_1,B_Status_1,V_Status_1,C_Status_1,T_Status_1,SoC_2,Voltage_2,Current_2,Temperature_2,B_Status_2,V_Status_2,C_Status_2,T_Status_2,SoC_3,Voltage_3,Current_3,Temperature_3,B_Status_3,V_Status_3,C_Status_3,T_Status_3,SoC_4,Voltage_4,Current_4,Temperature_4,B_Status_4,V_Status_4,C_Status_4,T_Status_4,SoC_5,Voltage_5,Current_5,Temperature_5,B_Status_5,V_Status_5,C_Status_5,T_Status_5,SoC_6,Voltage_6,Current_6,Temperature_6,B_Status_6,V_Status_6,C_Status_6,T_Status_6,SoC_7,Voltage_7,Current_7,Temperature_7,B_Status_7,V_Status_7,C_Status_7,T_Status_7,SoC_8,Voltage_8,Current_8,Temperature_8,B_Status_8,V_Status_8,C_Status_8,T_Status_8
00:06:46,73.0,49.687,1.186,28.0,Dischg,Normal,Normal,Normal,75.0,49.667,0.437,28.0,Dischg,Normal,Normal,Normal,73.0,49.73,1.772,28.0,Dischg,Normal,Normal,Normal,75.0,49.743,1.767,27.0,Dischg,Normal,Normal,Normal,80.0,49.731,1.757,27.0,Dischg,Normal,Normal,Normal,82.0,49.737,1.244,26.0,Dischg,Normal,Normal,Normal,,,,,,,,,,,,,,,,
00:07:17,73.0,49.688,1.054,28.0,Dischg,Normal,Normal,Normal,75.0,49.665,0.296,28.0,Dischg,Normal,Normal,Normal,73.0,49.733,1.68,28.0,Dischg,Normal,Normal,Normal,75.0,49.748,1.691,27.0,Dischg,Normal,Normal,Normal,80.0,49.738,1.668,27.0,Dischg,Normal,Normal,Normal,82.0,49.731,1.181,26.0,Dischg,Normal,Normal,Normal,,,,,,,,,,,,,,,,
00:07:49,73.0,49.681,1.23,28.0,Dischg,Normal,Normal,Normal,75.0,49.66,0.484,28.0,Dischg,Normal,Normal,Normal,73.0,49.737,1.802,28.0,Dischg,Normal,Normal,Normal,75.0,49.746,1.802,27.0,Dischg,Normal,Normal,Normal,80.0,49.737,1.788,27.0,Dischg,Normal,Normal,Normal,82.0,49.73,1.284,26.0,Dischg,Normal,Normal,Normal,,,,,,,,,,,,,,,,
00:08:21,73.0,49.672,1.468,28.0,Dischg,Normal,Normal,Normal,75.0,49.652,0.704,28.0,Dischg,Normal,Normal,Normal,73.0,49.722,2.026,28.0,Dischg,Normal,Normal,Normal,75.0,49.734,2.005,27.0,Dischg,Normal,Normal,Normal,80.0,49.724,1.984,27.0,Dischg,Normal,Normal,Normal,82.0,49.728,1.474,26.0,Dischg,Normal,Normal,Normal,,,,,,,,,,,,,,,,
00:08:53,73.0,49.671,1.36,28.0,Dischg,Normal,Normal,Normal,75.0,49.658,0.61,28.0,Dischg,Normal,Normal,Normal,73.0,49.711,1.976,28.0,Dischg,Normal,Normal,Normal,75.0,49.741,1.973,27.0,Dischg,Normal,Normal,Normal,80.0,49.715,1.946,27.0,Dischg,Normal,Normal,Normal,82.0,49.717,1.444,26.0,Dischg,Normal,Normal,Normal,,,,,,,,,,,,,,,,
00:09:24,73.0,49.681,1.528,28.0,Dischg,Normal,Normal,Normal,75.0,49.654,0.758,28.0,Dischg,Normal,Normal,Normal,73.0,49.702,2.102,28.0,Dischg,Normal,Normal,Normal,75.0,49.734,2.063,27.0,Dischg,Normal,Normal,Normal,80.0,49.719,2.044,26.0,Dischg,Normal,Normal,Normal,82.0,49.721,1.521,26.0,Dischg,Normal,Normal,Normal,,,,,,,,,,,,,,,,
00:09:56,73.0,49.663,1.956,28.0,Dischg,Normal,Normal,Normal,75.0,49.631,0.812,28.0,Dischg,Normal,Normal,Normal,73.0,49.706,2.144,28.0,Dischg,Normal,Normal,Normal,75.0,49.727,2.341,27.0,Dischg,Normal,Normal,Normal,80.0,49.715,2.126,27.0,Dischg,Normal,Normal,Normal,82.0,49.71,1.606,26.0,Dischg,Normal,Normal,Normal,,,,,,,,,,,,,,,,
00:10:28,73.0,49.654,1.752,27.0,Dischg,Normal,Normal,Normal,75.0,49.626,0.96,28.0,Dischg,Normal,Normal,Normal,73.0,49.703,2.311,28.0,Dischg,Normal,Normal,Normal,75.0,49.718,2.287,27.0,Dischg,Normal,Normal,Normal,80.0,49.712,2.247,27.0,Dischg,Normal,Normal,Normal,82.0,49.71,1.722,26.0,Dischg,Normal,Normal,Normal,,,,,,,,,,,,,,,,
00:10:59,73.0,49.644,1.562,28.0,Dischg,Normal,Normal,Normal,75.0,49.622,0.79,28.0,Dischg,Normal,Normal,Normal,73.0,49.702,2.242,28.0,Dischg,Normal,Normal,Normal,75.0,49.712,2.24,27.0,Dischg,Normal,Normal,Normal,80.0,49.695,2.188,27.0,Dischg,Normal,Normal,Normal,82.0,49.699,1.675,26.0,Dischg,Normal,Normal,Normal,,,,,,,,,,,,,,,,
00:11:31,73.0,49.643,1.682,28.0,Dischg,Normal,Normal,Normal,75.0,49.644,0.9,28.0,Dischg,Normal,Normal,Normal,73.0,49.681,2.347,28.0,Dischg,Normal,Normal,Normal,75.0,49.703,2.321,27.0,Dischg,Normal,Normal,Normal,80.0,49.692,2.27,27.0,Dischg,Normal,Normal,Normal,82.0,49.691,1.737,26.0,Dischg,Normal,Normal,Normal,,,,,,,,,,,,,,,,
00:12:03,73.0,49.62,1.631,28.0,Dischg,Normal,Normal,Normal,75.0,49.614,0.857,28.0,Dischg,Normal,Normal,Normal,73.0,49.685,2.329,28.0,Dischg,Normal,Normal,Normal,75.0,49.706,2.317,27.0,Dischg,Normal,Normal,Normal,80.0,49.697,2.276,27.0,Dischg,Normal,Normal,Normal,82.0,49.692,1.735,26.0,Dischg,Normal,Normal,Normal,,,,,,,,,,,,,,,,
00:12:34,73.0,49.635,1.784,27.0,Dischg,Normal,Normal,Normal,75.0,49.634,0.991,28.0,Dischg,Normal,Normal,Normal,73.0,49.661,2.418,28.0,Dischg,Normal,Normal,Normal,74.0,49.703,2.413,27.0,Dischg,Normal,Normal,Normal,79.0,49.683,2.375,26.0,Dischg,Normal,Normal,Normal,82.0,49.685,1.824,26.0,Dischg,Normal,Normal,Normal,,,,,,,,,,,,,,,,
00:13:06,73.0,49.613,1.467,27.0,Dischg,Normal,Normal,Normal,75.0,49.61,0.721,28.0,Dischg,Normal,Normal,Normal,73.0,49.684,2.208,28.0,Dischg,Normal,Normal,Normal,74.0,49.694,2.252,27.0,Dischg,Normal,Normal,Normal,79.0,49.696,2.234,27.0,Dischg,Normal,Normal,Normal,82.0,49.683,1.693,26.0,Dischg,Normal,Normal,Normal,,,,,,,,,,,,,,,,
00:13:38,73.0,49.625,1.775,28.0,Dischg,Normal,Normal,Normal,75.0,49.61,0.54,28.0,Dischg,Normal,Normal,Normal,73.0,49.676,1.774,28.0,Dischg,Normal,Normal,Normal,74.0,49.694,2.545,27.0,Dischg,Normal,Normal,Normal,79.0,49.678,2.465,27.0,Dischg,Normal,Normal,Normal,82.0,49.685,1.717,26.0,Dischg,Normal,Normal,Normal,,,,,,,,,,,,,,,,
00:14:10,73.0,49.599,1.918,28.0,Dischg,Normal,Normal,Normal,75.0,49.593,1.125,28.0,Dischg,Normal,Normal,Normal,73.0,49.663,2.622,28.0,Dischg,Normal,Normal,Normal,74.0,49.688,2.576,27.0,Dischg,Normal,Normal,Normal,79.0,49.684,2.55,27.0,Dischg,Normal,Normal,Normal,82.0,49.678,1.973,26.0,Dischg,Normal,Normal,Normal,,,,,,,,,,,,,,,,
00:14:41,73.0,49.586,1.888,28.0,Dischg,Normal,Normal,Normal,75.0,49.584,1.101,28.0,Dischg,Normal,Normal,Normal,73.0,49.664,2.602,28.0,Dischg,Normal,Normal,Normal,74.0,49.685,2.583,27.0,Dischg,Normal,Normal,Normal,79.0,49.68,2.57,27.0,Dischg,Normal,Normal,Normal,82.0,49.675,2.005,26.0,Dischg,Normal,Normal,Normal,,,,,,,,,,,,,,,,
00:15:13,73.0,49.61,1.755,28.0,Dischg,Normal,Normal,Normal,75.0,49.613,1.015,28.0,Dischg,Normal,Normal,Normal,73.0,49.67,2.541,28.0,Dischg,Normal,Normal,Normal,74.0,49.684,2.545,27.0,Dischg,Normal,Normal,Normal,79.0,49.672,2.537,27.0,Dischg,Normal,Normal,Normal,82.0,49.667,1.98,26.0,Dischg,Normal,Normal,Normal,,,,,,,,,,,,,,,,
00:15:45,73.0,49.589,1.679,28.0,Dischg,Normal,Normal,Normal,75.0,49.614,0.928,28.0,Dischg,Normal,Normal,Normal,73.0,49.644,2.469,28.0,Dischg,Normal,Normal,Normal,74.0,49.674,2.505,27.0,Dischg,Normal,Normal,Normal,79.0,49.667,2.508,27.0,Dischg,Normal,Normal,Normal,82.0,49.672,1.954,26.0,Dischg,Normal,Normal,Normal,,,,,,,,,,,,,,,,
00:16:16,73.0,49.595,1.534,27.0,Dischg,Normal,Normal,Normal,75.0,49.575,0.8,28.0,Dischg,Normal,Normal,Normal,72.0,49.664,2.365,28.0,Dischg,Normal,Normal,Normal,74.0,49.69,2.441,27.0,Dischg,Normal,Normal,Normal,79.0,49.672,2.432,27.0,Dischg,Normal,Normal,Normal,82.0,49.663,1.915,26.0,Dischg,Normal,Normal,Normal,,,,,,,,,,,,,,,,
00:16:48,73.0,49.596,1.756,28.0,Dischg,Normal,Normal,Normal,75.0,49.602,1.013,28.0,Dischg,Normal,Normal,Normal,72.0,49.643,2.374,28.0,Dischg,Normal,Normal,Normal,74.0,49.67,2.559,27.0,Dischg,Normal,Normal,Normal,79.0,49.664,2.576,27.0,Dischg,Normal,Normal,Normal,82.0,49.655,1.919,26.0,Dischg,Normal,Normal,Normal,,,,,,,,,,,,,,,,
00:17:20,73.0,49.595,1.626,28.0,Dischg,Normal,Normal,Normal,75.0,49.581,0.896,28.0,Dischg,Normal,Normal,Normal,72.0,49.661,2.438,28.0,Dischg,Normal,Normal,Normal,74.0,49.684,2.506,27.0,Dischg,Normal,Normal,Normal,79.0,49.665,2.518,27.0,Dischg,Normal,Normal,Normal,82.0,49.672,1.99,26.0,Dischg,Normal,Normal,Normal,,,,,,,,,,,,,,,,
00:17:51,73.0,49.61,1.682,27.0,Dischg,Normal,Normal,Normal,75.0,49.603,0.923,28.0,Dischg,Normal,Normal,Normal,72.0,49.656,2.49,28.0,Dischg,Normal,Normal,Normal,74.0,49.671,2.537,27.0,Dischg,Normal,Normal,Normal,79.0,49.655,2.572,27.0,Dischg,Normal,Normal,Normal,82.0,49.662,2.03,26.0,Dischg,Normal,Normal,Normal,,,,,,,,,,,,,,,,
00:18:23,73.0,49.602,1.728,28.0,Dischg,Normal,Normal,Normal,75.0,49.599,1.0,28.0,Dischg,Normal,Normal,Normal,72.0,49.653,2.556,28.0,Dischg,Normal,Normal,Normal,74.0,49.675,2.598,27.0,Dischg,Normal,Normal,Normal,79.0,49.657,2.632,27.0,Dischg,Normal,Normal,Normal,82.0,49.665,2.086,26.0,Dischg,Normal,Normal,Normal,,,,,,,,,,,,,,,,
00:18:55,73.0,49.572,1.65,28.0,Dischg,Normal,Normal,Normal,75.0,49.569,0.928,28.0,Dischg,Normal,Normal,Normal,72.0,49.632,2.506,28.0,Dischg,Normal,Normal,Normal,74.0,49.657,2.57,27.0,Dischg,Normal,Normal,Normal,79.0,49.665,2.589,26.0,Dischg,Normal,Normal,Normal,82.0,49.65,2.088,26.0,Dischg,Normal,Normal,Normal,,,,,,,,,,,,,,,,
00:19:27,72.0,49.612,1.282,28.0,Dischg,Normal,Normal,Normal,75.0,49.609,0.652,28.0,Dischg,Normal,Normal,Normal,72.0,49.658,2.258,28.0,Dischg,Normal,Normal,Normal,74.0,49.673,2.386,27.0,Dischg,Normal,Normal,Normal,79.0,49.659,2.429,27.0,Dischg,Normal,Normal,Normal,81.0,49.669,1.895,26.0,Dischg,Normal,Normal,Normal,,,,,,,,,,,,,,,,
00:19:58,72.0,49.586,1.262,28.0,Dischg,Normal,Normal,Normal,75.0,49.584,0.652,28.0,Dischg,Normal,Normal,Normal,72.0,49.65,2.222,28.0,Dischg,Normal,Normal,Normal,74.0,49.679,2.356,27.0,Dischg,Normal,Normal,Normal,79.0,49.665,2.407,27.0,Dischg,Normal,Normal,Normal,81.0,49.662,1.893,26.0,Dischg,Normal,Normal,Normal,,,,,,,,,,,,,,,,
00:20:30,72.0,49.585,1.342,28.0,Dischg,Normal,Normal,Normal,75.0,49.584,0.646,28.0,Dischg,Normal,Normal,Normal,72.0,49.641,2.226,28.0,Dischg,Normal,Normal,Normal,74.0,49.666,2.368,27.0,Dischg,Normal,Normal,Normal,79.0,49.669,2.421,27.0,Dischg,Normal,Normal,Normal,81.0,49.659,1.916,26.0,Dischg,Normal,Normal,Normal,,,,,,,,,,,,,,,,
00:21:02,72.0,49.61,1.239,27.0,Dischg,Normal,Normal,Normal,75.0,49.608,0.556,28.0,Dischg,Normal,Normal,Normal,72.0,49.668,2.176,28.0,Dischg,Normal,Normal,Normal,74.0,49.676,2.286,27.0,Dischg,Normal,Normal,Normal,79.0,49.664,2.362,27.0,Dischg,Normal,Normal,Normal,81.0,49.671,1.88,26.0,Dischg,Normal,Normal,Normal,,,,,,,,,,,,,,,,
00:21:33,72.0,49.578,1.224,28.0,Dischg,Normal,Normal,Normal,75.0,49.578,0.582,28.0,Dischg,Normal,Normal,Normal,72.0,49.644,2.172,28.0,Dischg,Normal,Normal,Normal,74.0,49.664,2.298,27.0,Dischg,Normal,Normal,Normal,79.0,49.672,2.373,27.0,Dischg,Normal,Normal,Normal,81.0,49.663,1.902,26.0,Dischg,Normal,Normal,Normal,,,,,,,,,,,,,,,,
00:22:05,72.0,49.603,1.244,28.0,Dischg,Normal,Normal,Normal,75.0,49.594,0.572,28.0,Dischg,Normal,Normal,Normal,72.0,49.648,2.17,28.0,Dischg,Normal,Normal,Normal,74.0,49.68,2.314,27.0,Dischg,Normal,Normal,Normal,79.0,49.671,2.374,27.0,Dischg,Normal,Normal,Normal,81.0,49.664,1.942,26.0,Dischg,Normal,Normal,Normal,,,,,,,,,,,,,,,,
00:22:37,72.0,49.583,1.423,27.0,Dischg,Normal,Normal,Normal,75.0,49.582,0.842,28.0,Dischg,Normal,Normal,Normal,72.0,49.637,2.337,28.0,Dischg,Normal,Normal,Normal,74.0,49.667,2.438,27.0,Dischg,Normal,Normal,Normal,79.0,49.672,2.505,27.0,Dischg,Normal,Normal,Normal,81.0,49.661,2.048,26.0,Dischg,Normal,Normal,Normal,,,,,,,,,,,,,,,,
00:23:08,72.0,49.591,1.279,28.0,Dischg,Normal,Normal,Normal,75.0,49.591,0.612,28.0,Dischg,Normal,Normal,Normal,72.0,49.657,2.235,28.0,Dischg,Normal,Normal,Normal,74.0,49.68,2.35,27.0,Dischg,Normal,Normal,Normal,79.0,49.66,2.396,27.0,Dischg,Normal,Normal,Normal,81.0,49.668,1.978,26.0,Dischg,Normal,Normal,Normal,,,,,,,,,,,,,,,,
00:23:40,72.0,49.575,1.062,28.0,Dischg,Normal,Normal,Normal,75.0,49.581,0.49,28.0,Dischg,Normal,Normal,Normal,72.0,49.64,2.083,28.0,Dischg,Normal,Normal,Normal,74.0,49.678,2.222,27.0,Dischg,Normal,Normal,Normal,79.0,49.663,2.346,27.0,Dischg,Normal,Normal,Normal,81.0,49.659,1.89,26.0,Dischg,Normal,Normal,Normal,,,,,,,,,,,,,,,,
00:24:12,72.0,49.604,1.079,27.0,Dischg,Normal,Normal,Normal,75.0,49.609,0.615,28.0,Dischg,Normal,Normal,Normal,72.0,49.666,2.17,28.0,Dischg,Normal,Normal,Normal,73.0,49.684,2.248,27.0,Dischg,Normal,Normal,Normal,79.0,49.662,2.354,27.0,Dischg,Normal,Normal,Normal,81.0,49.667,1.988,26.0,Dischg,Normal,Normal,Normal,,,,,,,,,,,,,,,,
00:24:44,72.0,49.581,1.023,28.0,Dischg,Normal,Normal,Normal,75.0,49.577,0.48,28.0,Dischg,Normal,Normal,Normal,72.0,49.643,2.042,28.0,Dischg,Normal,Normal,Normal,73.0,49.673,2.22,27.0,Dischg,Normal,Normal,Normal,78.0,49.673,2.336,27.0,Dischg,Normal,Normal,Normal,81.0,49.663,1.916,26.0,Dischg,Normal,Normal,Normal,,,,,,,,,,,,,,,,
00:25:15,72.0,49.578,1.172,28.0,Dischg,Normal,Normal,Normal,74.0,49.578,0.595,28.0,Dischg,Normal,Normal,Normal,72.0,49.652,2.134,28.0,Dischg,Normal,Normal,Normal,73.0,49.666,2.298,27.0,Dischg,Normal,Normal,Normal,78.0,49.665,2.418,27.0,Dischg,Normal,Normal,Normal,81.0,49.665,2.002,26.0,Dischg,Normal,Normal,Normal,,,,,,,,,,,,,,,,
00:25:47,72.0,49.608,1.298,28.0,Dischg,Normal,Normal,Normal,74.0,49.592,0.737,28.0,Dischg,Normal,Normal,Normal,72.0,49.664,2.272,28.0,Dischg,Normal,Normal,Normal,73.0,49.678,2.408,27.0,Dischg,Normal,Normal,Normal,78.0,49.662,2.512,27.0,Dischg,Normal,Normal,Normal,81.0,49.669,2.09,26.0,Dischg,Normal,Normal,Normal,,,,,,,,,,,,,,,,
00:26:19,72.0,49.591,0.946,28.0,Dischg,Normal,Normal,Normal,74.0,49.588,0.421,28.0,Dischg,Normal,Normal,Normal,72.0,49.65,1.982,28.0,Dischg,Normal,Normal,Normal,73.0,49.667,2.18,27.0,Dischg,Normal,Normal,Normal,78.0,49.668,2.304,27.0,Dischg,Normal,Normal,Normal,81.0,49.659,1.894,26.0,Dischg,Normal,Normal,Normal,,,,,,,,,,,,,,,,
00:26:50,72.0,49.604,0.852,28.0,Dischg,Normal,Normal,Normal,74.0,49.605,0.353,28.0,Dischg,Normal,Normal,Normal,72.0,49.653,1.907,28.0,Dischg,Normal,Normal,Normal,73.0,49.679,2.122,27.0,Dischg,Normal,Normal,Normal,78.0,49.662,2.256,27.0,Dischg,Normal,Normal,Normal,81.0,49.671,1.848,26.0,Dischg,Normal,Normal,Normal,,,,,,,,,,,,,,,,
00:27:22,72.0,49.615,0.988,28.0,Dischg,Normal,Normal,Normal,74.0,49.599,0.458,28.0,Dischg,Normal,Normal,Normal,72.0,49.669,1.988,28.0,Dischg,Normal,Normal,Normal,73.0,49.684,2.184,27.0,Dischg,Normal,Normal,Normal,78.0,49.672,2.325,27.0,Dischg,Normal,Normal,Normal,81.0,49.673,1.932,26.0,Dischg,Normal,Normal,Normal,,,,,,,,,,,,,,,,
00:27:54,72.0,49.609,0.714,28.0,Dischg,Normal,Normal,Normal,74.0,49.598,0.2,28.0,Dischg,Normal,Normal,Normal,72.0,49.668,1.754,28.0,Dischg,Normal,Normal,Normal,73.0,49.682,1.989,27.0,Dischg,Normal,Normal,Normal,78.0,49.685,2.138,27.0,Dischg,Normal,Normal,Normal,81.0,49.673,1.76,26.0,Dischg,Normal,Normal,Normal,,,,,,,,,,,,,,,,
00:28:25,72.0,49.622,0.7,28.0,Dischg,Normal,Normal,Normal,74.0,49.615,0.196,28.0,Dischg,Normal,Normal,Normal,72.0,49.673,1.74,28.0,Dischg,Normal,Normal,Normal,73.0,49.694,1.947,27.0,Dischg,Normal,Normal,Normal,78.0,49.683,2.101,27.0,Dischg,Normal,Normal,Normal,81.0,49.68,1.722,26.0,Dischg,Normal,Normal,Normal,,,,,,,,,,,,,,,,
00:28:57,72.0,49.598,0.62,28.0,Dischg,Normal,Normal,Normal,74.0,49.601,0.187,28.0,Dischg,Normal,Normal,Normal,71.0,49.662,1.693,28.0,Dischg,Normal,Normal,Normal,73.0,49.686,1.911,27.0,Dischg,Normal,Normal,Normal,78.0,49.676,2.066,27.0,Dischg,Normal,Normal,Normal,81.0,49.676,1.69,26.0,Dischg,Normal,Normal,Normal,,,,,,,,,,,,,,,,
00:29:29,72.0,49.612,0.802,28.0,Dischg,Normal,Normal,Normal,74.0,49.602,0.37,28.0,Dischg,Normal,Normal,Normal,71.0,49.671,1.81,28.0,Dischg,Normal,Normal,Normal,73.0,49.687,1.987,27.0,Dischg,Normal,Normal,Normal,78.0,49.683,2.136,27.0,Dischg,Normal,Normal,Normal,81.0,49.684,1.798,26.0,Dischg,Normal,Normal,Normal,,,,,,,,,,,,,,,,
00:30:01,72.0,49.605,0.645,28.0,Dischg,Normal,Normal,Normal,74.0,49.609,0.194,28.0,Dischg,Normal,Normal,Normal,71.0,49.667,1.678,28.0,Dischg,Normal,Normal,Normal,73.0,49.693,1.903,27.0,Dischg,Normal,Normal,Normal,78.0,49.682,2.081,27.0,Dischg,Normal,Normal,Normal,81.0,49.674,1.718,26.0,Dischg,Normal,Normal,Normal,,,,,,,,,,,,,,,,
00:30:32,72.0,49.63,0.741,27.0,Dischg,Normal,Normal,Normal,74.0,49.626,0.304,28.0,Dischg,Normal,Normal,Normal,71.0,49.672,1.774,28.0,Dischg,Normal,Normal,Normal,73.0,49.697,1.94,27.0,Dischg,Normal,Normal,Normal,78.0,49.678,2.14,27.0,Dischg,Normal,Normal,Normal,81.0,49.685,1.77,26.0,Dischg,Normal,Normal,Normal,,,,,,,,,,,,,,,,
00:31:04,72.0,49.632,0.612,28.0,Dischg,Normal,Normal,Normal,74.0,49.61,0.388,28.0,Dischg,Normal,Normal,Normal,71.0,49.675,1.81,28.0,Dischg,Normal,Normal,Normal,73.0,49.694,1.904,27.0,Dischg,Normal,Normal,Normal,78.0,49.691,2.143,27.0,Dischg,Normal,Normal,Normal,81.0,49.687,1.83,26.0,Dischg,Normal,Normal,Normal,,,,,,,,,,,,,,,,
