Time,SoC_1,Voltage_1,Current_1,Temperature_1,SoC_2,Voltage_2,Current_2,Temperature_2,SoC_3,Voltage_3,Current_3,Temperature_3,SoC_4,Voltage_4,Current_4,Temperature_4,SoC_5,Voltage_5,Current_5,Temperature_5,SoC_6,Voltage_6,Current_6,Temperature_6,SoC_7,Voltage_7,Current_7,Temperature_7,SoC_8,Voltage_8,Current_8,Temperature_8
0:0,66.0,49238.0,1079.0,22000.0,67.0,49251.0,1018.0,22000.0,62.0,49255.0,1107.0,22000.0,63.0,49241.0,1045.0,21000.0,62.0,49248.0,733.0,20000.0,62.0,49238.0,677.0,20000.0,,,,,,,,
0:1,66.0,49239.0,960.0,22000.0,67.0,49249.0,892.0,22000.0,62.0,49259.0,1017.0,22000.0,63.0,49248.0,942.0,21000.0,62.0,49244.0,630.0,20000.0,62.0,49232.0,596.0,20000.0,,,,,,,,
0:1,66.0,49234.0,954.0,22000.0,67.0,49253.0,916.0,22000.0,62.0,49260.0,1037.0,22000.0,63.0,49247.0,961.0,21000.0,62.0,49238.0,648.0,20000.0,62.0,49236.0,612.0,20000.0,,,,,,,,
0:2,66.0,49256.0,1084.0,22000.0,67.0,49235.0,1030.0,22000.0,62.0,49254.0,1115.0,22000.0,63.0,49247.0,1043.0,21000.0,62.0,49223.0,746.0,20000.0,62.0,49238.0,686.0,20000.0,,,,,,,,
0:2,66.0,49252.0,1104.0,22000.0,67.0,49248.0,1040.0,22000.0,62.0,49258.0,1126.0,22000.0,63.0,49245.0,1077.0,21000.0,62.0,49244.0,774.0,20000.0,62.0,49239.0,700.0,20000.0,,,,,,,,
0:3,66.0,49253.0,1136.0,22000.0,67.0,49234.0,1041.0,22000.0,62.0,49253.0,1129.0,22000.0,63.0,49251.0,1077.0,21000.0,62.0,49231.0,782.0,20000.0,62.0,49234.0,719.0,20000.0,,,,,,,,
0:3,66.0,49254.0,1016.0,22000.0,67.0,49248.0,966.0,22000.0,62.0,49255.0,1067.0,22000.0,63.0,49257.0,997.0,21000.0,61.0,49245.0,704.0,20000.0,62.0,49235.0,648.0,20000.0,,,,,,,,
0:4,66.0,49236.0,1163.0,22000.0,67.0,49237.0,1093.0,22000.0,62.0,49249.0,1176.0,22000.0,63.0,49251.0,1122.0,21000.0,61.0,49240.0,803.0,20000.0,62.0,49230.0,742.0,20000.0,,,,,,,,
0:4,66.0,49236.0,1007.0,22000.0,67.0,49246.0,945.0,22000.0,62.0,49249.0,1052.0,22000.0,63.0,49260.0,978.0,21000.0,61.0,49246.0,668.0,20000.0,62.0,49225.0,624.0,20000.0,,,,,,,,
0:5,66.0,49251.0,970.0,22000.0,67.0,49241.0,945.0,22000.0,62.0,49247.0,1020.0,22000.0,63.0,49250.0,967.0,21000.0,61.0,49238.0,681.0,20000.0,62.0,49236.0,620.0,20000.0,,,,,,,,
0:5,66.0,49246.0,1156.0,22000.0,67.0,49244.0,1101.0,22000.0,62.0,49250.0,1172.0,22000.0,62.0,49259.0,1124.0,21000.0,61.0,49237.0,810.0,20000.0,62.0,49229.0,762.0,20000.0,,,,,,,,
0:6,66.0,49240.0,1134.0,22000.0,67.0,49249.0,909.0,22000.0,62.0,49251.0,1008.0,22000.0,62.0,49239.0,937.0,21000.0,61.0,49237.0,648.0,20000.0,62.0,49231.0,746.0,20000.0,,,,,,,,
