Time,SoC_1,Voltage_1,Current_1,Temperature_1,SoC_2,Voltage_2,Current_2,Temperature_2,SoC_3,Voltage_3,Current_3,Temperature_3,SoC_4,Voltage_4,Current_4,Temperature_4,SoC_5,Voltage_5,Current_5,Temperature_5,SoC_6,Voltage_6,Current_6,Temperature_6,SoC_7,Voltage_7,Current_7,Temperature_7,SoC_8,Voltage_8,Current_8,Temperature_8
0:0,76.0,49634.0,2576.0,22000.0,73.0,49664.0,2122.0,22000.0,77.0,49657.0,2533.0,21000.0,75.0,49673.0,2518.0,20000.0,81.0,49650.0,2249.0,20000.0,82.0,49635.0,1790.0,19000.0,,,,,,,,
0:1,76.0,49668.0,2548.0,22000.0,73.0,49652.0,2094.0,22000.0,77.0,49685.0,2500.0,21000.0,75.0,49646.0,2486.0,20000.0,81.0,49644.0,2226.0,20000.0,82.0,49658.0,1769.0,19000.0,,,,,,,,
0:1,76.0,49646.0,2460.0,22000.0,73.0,49665.0,2008.0,22000.0,77.0,49669.0,2468.0,21000.0,75.0,49667.0,2408.0,20000.0,81.0,49641.0,2158.0,20000.0,82.0,49635.0,1701.0,19000.0,,,,,,,,
0:2,76.0,49668.0,2569.0,22000.0,73.0,49640.0,2104.0,22000.0,76.0,49686.0,2536.0,21000.0,75.0,49661.0,2522.0,20000.0,81.0,49645.0,2251.0,20000.0,81.0,49655.0,1786.0,19000.0,,,,,,,,
0:2,76.0,49649.0,2496.0,22000.0,73.0,49661.0,2024.0,22000.0,76.0,49667.0,2518.0,21000.0,75.0,49674.0,2442.0,20000.0,81.0,49642.0,2198.0,20000.0,81.0,49637.0,1736.0,19000.0,,,,,,,,
0:3,76.0,49636.0,2625.0,22000.0,73.0,49662.0,2136.0,22000.0,76.0,49659.0,2594.0,21000.0,75.0,49663.0,2560.0,20000.0,81.0,49660.0,2294.0,20000.0,81.0,49629.0,1836.0,19000.0,,,,,,,,
0:3,76.0,49659.0,2533.0,22000.0,73.0,49653.0,2050.0,22000.0,76.0,49671.0,2602.0,21000.0,75.0,49648.0,2474.0,20000.0,81.0,49659.0,2234.0,20000.0,81.0,49648.0,1758.0,19000.0,,,,,,,,
0:4,76.0,49664.0,2498.0,22000.0,73.0,49649.0,2006.0,22000.0,76.0,49667.0,2638.0,21000.0,75.0,49649.0,2424.0,20000.0,81.0,49650.0,2206.0,20000.0,81.0,49647.0,1754.0,19000.0,,,,,,,,
0:4,76.0,49634.0,2462.0,22000.0,73.0,49658.0,1966.0,22000.0,76.0,49655.0,2496.0,21000.0,75.0,49666.0,2408.0,20000.0,81.0,49630.0,2170.0,20000.0,81.0,49634.0,1716.0,19000.0,,,,,,,,
0:5,76.0,49640.0,2478.0,22000.0,73.0,49658.0,1970.0,22000.0,76.0,49665.0,2503.0,21000.0,74.0,49672.0,2412.0,20000.0,81.0,49640.0,2184.0,20000.0,81.0,49627.0,1728.0,19000.0,,,,,,,,
0:5,76.0,49667.0,2466.0,22000.0,73.0,49645.0,1946.0,22000.0,76.0,49676.0,2562.0,21000.0,74.0,49660.0,2417.0,20000.0,81.0,49664.0,2178.0,20000.0,81.0,49659.0,1713.0,19000.0,,,,,,,,
0:6,76.0,49625.0,2535.0,22000.0,73.0,49657.0,2016.0,22000.0,76.0,49653.0,2573.0,21000.0,74.0,49667.0,2480.0,20000.0,81.0,49635.0,2244.0,20000.0,81.0,49630.0,1777.0,19000.0,,,,,,,,
0:6,75.0,49656.0,2496.0,22000.0,73.0,49646.0,1946.0,22000.0,76.0,49657.0,2560.0,21000.0,74.0,49658.0,2418.0,20000.0,81.0,49640.0,2190.0,20000.0,81.0,49638.0,1724.0,19000.0,,,,,,,,
0:7,75.0,49653.0,2467.0,22000.0,73.0,49646.0,1964.0,22000.0,76.0,49665.0,2590.0,21000.0,74.0,49653.0,2446.0,20000.0,81.0,49650.0,2222.0,20000.0,81.0,49643.0,1744.0,19000.0,,,,,,,,
0:7,75.0,49649.0,2418.0,22000.0,73.0,49654.0,1890.0,22000.0,76.0,49670.0,2520.0,21000.0,74.0,49648.0,2386.0,20000.0,81.0,49651.0,2162.0,20000.0,81.0,49624.0,1702.0,19000.0,,,,,,,,
0:8,75.0,49655.0,2516.0,22000.0,73.0,49640.0,1960.0,22000.0,76.0,49673.0,2510.0,21000.0,74.0,49635.0,2451.0,20000.0,81.0,49660.0,2229.0,20000.0,81.0,49648.0,1768.0,19000.0,,,,,,,,
0:8,75.0,49659.0,2586.0,22000.0,73.0,49635.0,2019.0,22000.0,76.0,49670.0,2584.0,21000.0,74.0,49653.0,2512.0,20000.0,81.0,49653.0,2285.0,20000.0,81.0,49642.0,1813.0,19000.0,,,,,,,,
0:9,75.0,49631.0,2562.0,22000.0,73.0,49658.0,1980.0,22000.0,76.0,49655.0,2633.0,21000.0,74.0,49661.0,2501.0,20000.0,81.0,49631.0,2273.0,20000.0,81.0,49627.0,1816.0,19000.0,,,,,,,,
0:10,75.0,49654.0,2674.0,22000.0,73.0,49627.0,2087.0,22000.0,76.0,49667.0,2668.0,21000.0,74.0,49636.0,2602.0,20000.0,81.0,49656.0,2374.0,20000.0,81.0,49644.0,1900.0,19000.0,,,,,,,,
0:10,75.0,49632.0,2473.0,22000.0,73.0,49659.0,1913.0,22000.0,76.0,49665.0,2513.0,21000.0,74.0,49664.0,2436.0,20000.0,80.0,49636.0,2217.0,20000.0,81.0,49629.0,1755.0,19000.0,,,,,,,,
0:11,75.0,49655.0,2430.0,22000.0,73.0,49641.0,1859.0,22000.0,76.0,49675.0,2593.0,21000.0,74.0,49645.0,2404.0,20000.0,80.0,49651.0,2185.0,20000.0,81.0,49647.0,1721.0,19000.0,,,,,,,,
0:11,75.0,49656.0,2492.0,22000.0,73.0,49637.0,1907.0,22000.0,76.0,49675.0,2598.0,21000.0,74.0,49639.0,2450.0,20000.0,80.0,49654.0,2242.0,20000.0,81.0,49654.0,1775.0,19000.0,,,,,,,,
0:12,75.0,49651.0,2516.0,22000.0,73.0,49635.0,1919.0,22000.0,76.0,49664.0,2613.0,21000.0,74.0,49656.0,2464.0,20000.0,80.0,49652.0,2258.0,20000.0,81.0,49647.0,1794.0,19000.0,,,,,,,,
0:12,75.0,49646.0,2530.0,22000.0,73.0,49639.0,1923.0,22000.0,76.0,49667.0,2578.0,21000.0,74.0,49635.0,2471.0,20000.0,80.0,49649.0,2258.0,20000.0,81.0,49644.0,1798.0,19000.0,,,,,,,,
0:13,75.0,49654.0,2512.0,22000.0,73.0,49631.0,1896.0,22000.0,75.0,49658.0,2538.0,21000.0,74.0,49634.0,2455.0,20000.0,80.0,49652.0,2248.0,20000.0,81.0,49641.0,1796.0,19000.0,,,,,,,,
0:13,75.0,49657.0,2539.0,22000.0,73.0,49633.0,1840.0,22000.0,75.0,49669.0,2524.0,21000.0,74.0,49638.0,2405.0,20000.0,80.0,49642.0,2196.0,20000.0,81.0,49636.0,1752.0,19000.0,,,,,,,,
0:14,75.0,49652.0,2485.0,22000.0,73.0,49629.0,1863.0,22000.0,75.0,49657.0,2552.0,21000.0,74.0,49644.0,2437.0,20000.0,80.0,49653.0,2244.0,20000.0,81.0,49650.0,1777.0,19000.0,,,,,,,,
0:14,75.0,49655.0,2304.0,22000.0,73.0,49659.0,1697.0,22000.0,75.0,49666.0,2430.0,21000.0,74.0,49649.0,2278.0,20000.0,80.0,49638.0,2100.0,20000.0,81.0,49632.0,1643.0,19000.0,,,,,,,,
0:15,75.0,49650.0,2388.0,22000.0,72.0,49645.0,1767.0,22000.0,75.0,49654.0,2479.0,21000.0,74.0,49667.0,2341.0,20000.0,80.0,49662.0,2160.0,20000.0,81.0,49642.0,1701.0,19000.0,,,,,,,,
