Time,SoC_1,Voltage_1,Current_1,Temperature_1,SoC_2,Voltage_2,Current_2,Temperature_2,SoC_3,Voltage_3,Current_3,Temperature_3,SoC_4,Voltage_4,Current_4,Temperature_4,SoC_5,Voltage_5,Current_5,Temperature_5,SoC_6,Voltage_6,Current_6,Temperature_6,SoC_7,Voltage_7,Current_7,Temperature_7,SoC_8,Voltage_8,Current_8,Temperature_8
0:0,68.0,49710.0,0.0,24000.0,70.0,49708.0,50.0,24000.0,66.0,49722.0,108.0,24000.0,65.0,49718.0,27.0,23000.0,64.0,49707.0,0.0,23000.0,62.0,49706.0,0.0,22000.0,,,,,,,,
0:0,68.0,49716.0,27.0,24000.0,70.0,49706.0,50.0,24000.0,66.0,49714.0,108.0,24000.0,65.0,49719.0,54.0,23000.0,64.0,49709.0,0.0,23000.0,62.0,49699.0,0.0,22000.0,,,,,,,,
0:1,68.0,49712.0,27.0,24000.0,70.0,49707.0,50.0,24000.0,66.0,49712.0,108.0,24000.0,65.0,49717.0,0.0,23000.0,64.0,49711.0,0.0,23000.0,62.0,49705.0,0.0,22000.0,,,,,,,,
0:1,68.0,49706.0,0.0,24000.0,70.0,49704.0,50.0,24000.0,66.0,49720.0,108.0,24000.0,65.0,49716.0,0.0,23000.0,64.0,49705.0,0.0,23000.0,62.0,49704.0,0.0,22000.0,,,,,,,,
0:2,68.0,49705.0,0.0,24000.0,70.0,49704.0,50.0,24000.0,66.0,49717.0,108.0,24000.0,65.0,49717.0,0.0,23000.0,64.0,49701.0,0.0,22000.0,62.0,49706.0,0.0,22000.0,,,,,,,,
0:3,68.0,49712.0,0.0,24000.0,70.0,49708.0,50.0,24000.0,66.0,49712.0,106.0,24000.0,65.0,49714.0,27.0,23000.0,64.0,49705.0,25.0,23000.0,62.0,49698.0,0.0,22000.0,,,,,,,,
0:3,68.0,49706.0,0.0,24000.0,70.0,49711.0,50.0,24000.0,66.0,49712.0,106.0,24000.0,65.0,49721.0,0.0,23000.0,64.0,49708.0,0.0,22000.0,62.0,49704.0,0.0,22000.0,,,,,,,,
0:4,68.0,49709.0,0.0,24000.0,70.0,49707.0,50.0,24000.0,66.0,49708.0,108.0,24000.0,65.0,49721.0,54.0,23000.0,64.0,49707.0,0.0,23000.0,62.0,49697.0,0.0,22000.0,,,,,,,,
0:4,68.0,49700.0,54.0,24000.0,70.0,49703.0,25.0,24000.0,66.0,49713.0,108.0,24000.0,65.0,49715.0,27.0,23000.0,64.0,49705.0,0.0,23000.0,62.0,49702.0,0.0,22000.0,,,,,,,,
0:5,68.0,49710.0,0.0,24000.0,70.0,49708.0,25.0,24000.0,66.0,49708.0,106.0,24000.0,65.0,49719.0,27.0,23000.0,64.0,49705.0,0.0,23000.0,62.0,49699.0,0.0,22000.0,,,,,,,,
0:5,68.0,49709.0,0.0,24000.0,70.0,49704.0,50.0,24000.0,66.0,49711.0,108.0,24000.0,65.0,49716.0,0.0,23000.0,64.0,49702.0,0.0,23000.0,62.0,49697.0,0.0,22000.0,,,,,,,,
0:6,68.0,49708.0,0.0,24000.0,70.0,49703.0,50.0,24000.0,66.0,49712.0,108.0,24000.0,65.0,49715.0,0.0,23000.0,64.0,49706.0,0.0,23000.0,62.0,49703.0,0.0,22000.0,,,,,,,,
0:6,68.0,49710.0,0.0,24000.0,70.0,49708.0,50.0,24000.0,66.0,49710.0,106.0,24000.0,65.0,49714.0,0.0,23000.0,64.0,49703.0,0.0,23000.0,62.0,49701.0,0.0,22000.0,,,,,,,,
