Time,SoC_1,Voltage_1,Current_1,Temperature_1,SoC_2,Voltage_2,Current_2,Temperature_2,SoC_3,Voltage_3,Current_3,Temperature_3,SoC_4,Voltage_4,Current_4,Temperature_4,SoC_5,Voltage_5,Current_5,Temperature_5,SoC_6,Voltage_6,Current_6,Temperature_6,SoC_7,Voltage_7,Current_7,Temperature_7,SoC_8,Voltage_8,Current_8,Temperature_8
0:0,59.0,49276.0,2043.0,24000.0,61.0,49271.0,1917.0,24000.0,56.0,49294.0,2053.0,24000.0,56.0,49270.0,1966.0,23000.0,57.0,49252.0,1458.0,22000.0,57.0,49272.0,990.0,22000.0,,,,,,,,
0:0,59.0,49286.0,2131.0,24000.0,61.0,49276.0,1958.0,24000.0,56.0,49281.0,2081.0,24000.0,56.0,49258.0,2050.0,23000.0,57.0,49261.0,1498.0,22000.0,57.0,49245.0,1064.0,22000.0,,,,,,,,
0:1,59.0,49287.0,2120.0,24000.0,61.0,49280.0,1982.0,24000.0,56.0,49280.0,2088.0,24000.0,56.0,49262.0,2038.0,23000.0,57.0,49269.0,1510.0,22000.0,57.0,49245.0,1047.0,22000.0,,,,,,,,
0:1,59.0,49281.0,1816.0,24000.0,60.0,49290.0,1723.0,24000.0,56.0,49280.0,1858.0,23000.0,56.0,49290.0,1769.0,23000.0,57.0,49277.0,1274.0,22000.0,57.0,49250.0,822.0,22000.0,,,,,,,,
0:2,59.0,49257.0,1896.0,24000.0,60.0,49284.0,1784.0,24000.0,56.0,49297.0,1901.0,23000.0,56.0,49275.0,1828.0,23000.0,57.0,49255.0,1337.0,22000.0,57.0,49270.0,878.0,22000.0,,,,,,,,
0:2,58.0,49287.0,1906.0,24000.0,60.0,49272.0,1790.0,24000.0,56.0,49284.0,1899.0,23000.0,56.0,49287.0,1836.0,23000.0,57.0,49277.0,1348.0,22000.0,57.0,49254.0,893.0,22000.0,,,,,,,,
0:3,58.0,49288.0,1878.0,24000.0,60.0,49274.0,1769.0,24000.0,56.0,49278.0,1880.0,24000.0,56.0,49261.0,1818.0,23000.0,57.0,49274.0,1339.0,22000.0,57.0,49260.0,884.0,22000.0,,,,,,,,
0:3,58.0,49270.0,1806.0,24000.0,60.0,49289.0,1718.0,24000.0,56.0,49291.0,1828.0,23000.0,56.0,49273.0,1740.0,23000.0,57.0,49267.0,1288.0,22000.0,57.0,49269.0,834.0,22000.0,,,,,,,,
0:4,58.0,49281.0,1885.0,24000.0,60.0,49275.0,1775.0,24000.0,56.0,49280.0,1870.0,24000.0,56.0,49262.0,1808.0,23000.0,57.0,49265.0,1337.0,22000.0,57.0,49259.0,894.0,22000.0,,,,,,,,
0:4,58.0,49261.0,1861.0,24000.0,60.0,49266.0,1758.0,24000.0,56.0,49295.0,1848.0,24000.0,56.0,49269.0,1788.0,23000.0,57.0,49252.0,1320.0,22000.0,57.0,49265.0,882.0,22000.0,,,,,,,,
0:5,58.0,49284.0,1840.0,24000.0,60.0,49277.0,1740.0,24000.0,56.0,49287.0,1830.0,24000.0,56.0,49287.0,1768.0,23000.0,57.0,49259.0,1299.0,22000.0,57.0,49254.0,869.0,22000.0,,,,,,,,
0:6,58.0,49266.0,1885.0,24000.0,60.0,49262.0,1784.0,24000.0,56.0,49292.0,1869.0,23000.0,56.0,49260.0,1804.0,23000.0,57.0,49257.0,1335.0,22000.0,57.0,49259.0,906.0,22000.0,,,,,,,,
0:6,58.0,49267.0,1774.0,24000.0,60.0,49281.0,1688.0,24000.0,56.0,49291.0,1780.0,23000.0,56.0,49284.0,1722.0,23000.0,57.0,49259.0,1260.0,22000.0,57.0,49261.0,836.0,22000.0,,,,,,,,
0:7,58.0,49270.0,1785.0,24000.0,60.0,49281.0,1696.0,24000.0,55.0,49272.0,1788.0,23000.0,56.0,49277.0,1720.0,23000.0,57.0,49260.0,1262.0,22000.0,57.0,49240.0,834.0,22000.0,,,,,,,,
0:7,58.0,49270.0,1843.0,24000.0,60.0,49274.0,1798.0,24000.0,55.0,49277.0,1866.0,23000.0,56.0,49274.0,1765.0,23000.0,57.0,49256.0,1316.0,22000.0,57.0,49244.0,880.0,22000.0,,,,,,,,
0:8,58.0,49263.0,1843.0,24000.0,60.0,49264.0,1758.0,24000.0,55.0,49294.0,1824.0,23000.0,56.0,49253.0,1776.0,23000.0,57.0,49256.0,1312.0,22000.0,57.0,49255.0,886.0,22000.0,,,,,,,,
0:8,58.0,49274.0,1472.0,24000.0,60.0,49292.0,1404.0,24000.0,55.0,49291.0,1510.0,24000.0,56.0,49288.0,1420.0,23000.0,57.0,49262.0,1016.0,22000.0,57.0,49271.0,607.0,22000.0,,,,,,,,
0:9,58.0,49277.0,1548.0,24000.0,60.0,49287.0,1474.0,24000.0,55.0,49288.0,1558.0,24000.0,56.0,49298.0,1478.0,23000.0,57.0,49263.0,1078.0,22000.0,57.0,49256.0,675.0,22000.0,,,,,,,,
0:9,58.0,49288.0,1518.0,24000.0,60.0,49286.0,1452.0,24000.0,55.0,49293.0,1534.0,24000.0,56.0,49291.0,1458.0,23000.0,57.0,49275.0,1066.0,22000.0,57.0,49269.0,669.0,22000.0,,,,,,,,
0:10,58.0,49283.0,1524.0,24000.0,60.0,49283.0,1452.0,24000.0,55.0,49298.0,1534.0,23000.0,56.0,49292.0,1459.0,23000.0,57.0,49266.0,1070.0,22000.0,57.0,49269.0,687.0,22000.0,,,,,,,,
0:10,58.0,49283.0,1488.0,24000.0,60.0,49284.0,1420.0,24000.0,55.0,49289.0,1498.0,23000.0,56.0,49284.0,1422.0,23000.0,57.0,49269.0,1039.0,22000.0,57.0,49270.0,660.0,22000.0,,,,,,,,
0:11,58.0,49277.0,1485.0,24000.0,60.0,49284.0,1418.0,24000.0,55.0,49284.0,1496.0,24000.0,56.0,49288.0,1424.0,23000.0,57.0,49259.0,1045.0,22000.0,57.0,49263.0,664.0,22000.0,,,,,,,,
0:11,58.0,49281.0,1528.0,24000.0,60.0,49286.0,1454.0,24000.0,55.0,49287.0,1529.0,23000.0,56.0,49285.0,1470.0,23000.0,57.0,49268.0,1080.0,22000.0,57.0,49275.0,710.0,22000.0,,,,,,,,
