Time,SoC_1,Voltage_1,Current_1,Temperature_1,SoC_2,Voltage_2,Current_2,Temperature_2,SoC_3,Voltage_3,Current_3,Temperature_3,SoC_4,Voltage_4,Current_4,Temperature_4,SoC_5,Voltage_5,Current_5,Temperature_5,SoC_6,Voltage_6,Current_6,Temperature_6,SoC_7,Voltage_7,Current_7,Temperature_7,SoC_8,Voltage_8,Current_8,Temperature_8
0:0,79.0,49673.0,2182.0,22000.0,76.0,49707.0,2016.0,22000.0,79.0,49696.0,2128.0,22000.0,77.0,49684.0,2167.0,21000.0,83.0,49693.0,1879.0,21000.0,83.0,49676.0,1442.0,20000.0,,,,,,,,
0:0,79.0,49696.0,2177.0,22000.0,76.0,49681.0,2008.0,22000.0,79.0,49691.0,2126.0,22000.0,77.0,49692.0,2174.0,21000.0,83.0,49683.0,1884.0,20000.0,83.0,49676.0,1436.0,20000.0,,,,,,,,
0:1,79.0,49697.0,2096.0,22000.0,76.0,49678.0,1948.0,22000.0,79.0,49697.0,2085.0,22000.0,77.0,49699.0,2100.0,21000.0,83.0,49676.0,1824.0,20000.0,83.0,49686.0,1380.0,20000.0,,,,,,,,
0:1,79.0,49676.0,2215.0,22000.0,76.0,49703.0,2055.0,22000.0,79.0,49691.0,2222.0,22000.0,77.0,49684.0,2209.0,21000.0,83.0,49675.0,1917.0,21000.0,83.0,49682.0,1466.0,20000.0,,,,,,,,
0:2,79.0,49695.0,2270.0,22000.0,76.0,49699.0,2012.0,22000.0,79.0,49712.0,2151.0,22000.0,77.0,49705.0,2254.0,21000.0,83.0,49673.0,1898.0,21000.0,83.0,49685.0,1520.0,20000.0,,,,,,,,
0:2,79.0,49676.0,2124.0,22000.0,76.0,49700.0,1968.0,22000.0,79.0,49705.0,2102.0,22000.0,77.0,49692.0,2132.0,21000.0,83.0,49676.0,1849.0,21000.0,83.0,49684.0,1414.0,20000.0,,,,,,,,
0:3,79.0,49702.0,2206.0,22000.0,76.0,49688.0,2026.0,22000.0,79.0,49695.0,2156.0,22000.0,77.0,49684.0,2196.0,21000.0,83.0,49694.0,1910.0,20000.0,83.0,49670.0,1461.0,20000.0,,,,,,,,
0:3,79.0,49692.0,2250.0,22000.0,76.0,49688.0,2060.0,22000.0,79.0,49697.0,2192.0,22000.0,77.0,49682.0,2231.0,21000.0,83.0,49691.0,1943.0,21000.0,83.0,49669.0,1503.0,20000.0,,,,,,,,
0:4,79.0,49698.0,2298.0,22000.0,76.0,49676.0,2103.0,22000.0,79.0,49700.0,2238.0,22000.0,77.0,49689.0,2275.0,21000.0,83.0,49687.0,1984.0,20000.0,83.0,49679.0,1537.0,20000.0,,,,,,,,
0:4,79.0,49697.0,2250.0,22000.0,76.0,49683.0,2055.0,22000.0,79.0,49696.0,2192.0,22000.0,77.0,49701.0,2237.0,21000.0,83.0,49687.0,1960.0,21000.0,83.0,49679.0,1499.0,20000.0,,,,,,,,
0:5,79.0,49688.0,2144.0,22000.0,76.0,49670.0,2081.0,22000.0,79.0,49701.0,2222.0,22000.0,77.0,49684.0,2152.0,21000.0,83.0,49685.0,1976.0,21000.0,83.0,49666.0,1428.0,20000.0,,,,,,,,
0:5,79.0,49684.0,2354.0,22000.0,76.0,49694.0,2134.0,22000.0,79.0,49692.0,2273.0,22000.0,77.0,49676.0,2318.0,21000.0,83.0,49684.0,2034.0,21000.0,83.0,49660.0,1570.0,20000.0,,,,,,,,
0:6,79.0,49694.0,2246.0,22000.0,76.0,49672.0,2040.0,22000.0,79.0,49707.0,2206.0,22000.0,77.0,49696.0,2248.0,21000.0,83.0,49682.0,1956.0,21000.0,83.0,49682.0,1520.0,20000.0,,,,,,,,
0:7,79.0,49694.0,2178.0,22000.0,75.0,49701.0,1988.0,22000.0,79.0,49691.0,2148.0,22000.0,77.0,49670.0,2167.0,21000.0,83.0,49692.0,1894.0,21000.0,83.0,49664.0,1451.0,20000.0,,,,,,,,
