Time,SoC_1,Voltage_1,Current_1,Temperature_1,SoC_2,Voltage_2,Current_2,Temperature_2,SoC_3,Voltage_3,Current_3,Temperature_3,SoC_4,Voltage_4,Current_4,Temperature_4,SoC_5,Voltage_5,Current_5,Temperature_5,SoC_6,Voltage_6,Current_6,Temperature_6,SoC_7,Voltage_7,Current_7,Temperature_7,SoC_8,Voltage_8,Current_8,Temperature_8
0:0,37.0,49074.0,1374.0,20000.0,38.0,49071.0,1298.0,19000.0,37.0,49085.0,1222.0,19000.0,37.0,49067.0,1261.0,18000.0,47.0,49067.0,946.0,17000.0,47.0,49051.0,926.0,17000.0,,,,,,,,
0:0,37.0,49061.0,1354.0,20000.0,38.0,49077.0,1274.0,19000.0,37.0,49077.0,1157.0,19000.0,37.0,49071.0,1237.0,18000.0,47.0,49066.0,929.0,17000.0,47.0,49050.0,910.0,17000.0,,,,,,,,
0:1,37.0,49084.0,1292.0,20000.0,38.0,49067.0,1212.0,19000.0,37.0,49086.0,1158.0,19000.0,37.0,49085.0,1187.0,18000.0,47.0,49066.0,882.0,17000.0,46.0,49071.0,876.0,17000.0,,,,,,,,
0:1,37.0,49077.0,1278.0,20000.0,38.0,49068.0,1204.0,19000.0,37.0,49088.0,1149.0,19000.0,37.0,49084.0,1179.0,18000.0,47.0,49073.0,877.0,17000.0,46.0,49059.0,863.0,17000.0,,,,,,,,
0:2,37.0,49085.0,1362.0,20000.0,38.0,49060.0,1280.0,19000.0,37.0,49087.0,1220.0,19000.0,37.0,49079.0,1250.0,18000.0,47.0,49054.0,934.0,17000.0,46.0,49066.0,922.0,17000.0,,,,,,,,
0:2,37.0,49088.0,1006.0,20000.0,38.0,49078.0,997.0,19000.0,36.0,49098.0,932.0,19000.0,37.0,49090.0,958.0,18000.0,47.0,49076.0,694.0,17000.0,46.0,49076.0,666.0,17000.0,,,,,,,,
0:3,37.0,49096.0,1069.0,20000.0,38.0,49088.0,1020.0,19000.0,36.0,49087.0,975.0,19000.0,37.0,49103.0,992.0,18000.0,47.0,49074.0,728.0,17000.0,46.0,49082.0,713.0,17000.0,,,,,,,,
0:3,36.0,49085.0,990.0,20000.0,38.0,49091.0,950.0,19000.0,36.0,49088.0,925.0,19000.0,37.0,49080.0,924.0,18000.0,47.0,49069.0,672.0,17000.0,46.0,49083.0,663.0,17000.0,,,,,,,,
0:4,36.0,49097.0,1146.0,20000.0,38.0,49094.0,961.0,19000.0,36.0,49090.0,937.0,19000.0,37.0,49094.0,1048.0,18000.0,47.0,49072.0,680.0,17000.0,46.0,49085.0,757.0,17000.0,,,,,,,,
0:4,36.0,49086.0,1100.0,20000.0,38.0,49086.0,1035.0,19000.0,36.0,49107.0,983.0,19000.0,37.0,49095.0,1006.0,18000.0,47.0,49079.0,740.0,17000.0,46.0,49074.0,728.0,17000.0,,,,,,,,
0:5,36.0,49084.0,1012.0,20000.0,38.0,49106.0,964.0,19000.0,36.0,49102.0,924.0,19000.0,37.0,49086.0,942.0,18000.0,47.0,49082.0,686.0,17000.0,46.0,49072.0,676.0,17000.0,,,,,,,,
0:5,36.0,49104.0,1064.0,20000.0,38.0,49081.0,1006.0,19000.0,36.0,49096.0,956.0,19000.0,37.0,49111.0,974.0,18000.0,47.0,49085.0,713.0,17000.0,46.0,49084.0,706.0,17000.0,,,,,,,,
0:6,36.0,49094.0,1030.0,20000.0,38.0,49087.0,973.0,19000.0,36.0,49107.0,926.0,19000.0,37.0,49102.0,934.0,18000.0,47.0,49101.0,681.0,17000.0,46.0,49081.0,682.0,17000.0,,,,,,,,
0:6,36.0,49113.0,817.0,20000.0,38.0,49094.0,790.0,19000.0,36.0,49117.0,758.0,19000.0,37.0,49116.0,760.0,18000.0,47.0,49101.0,547.0,17000.0,46.0,49099.0,531.0,17000.0,,,,,,,,
0:7,36.0,49114.0,716.0,20000.0,38.0,49114.0,696.0,19000.0,36.0,49113.0,668.0,19000.0,37.0,49115.0,666.0,18000.0,47.0,49096.0,462.0,17000.0,46.0,49100.0,458.0,17000.0,,,,,,,,
0:7,36.0,49107.0,822.0,20000.0,38.0,49106.0,721.0,19000.0,36.0,49126.0,694.0,19000.0,37.0,49124.0,749.0,18000.0,47.0,49116.0,483.0,17000.0,46.0,49090.0,536.0,17000.0,,,,,,,,
0:8,36.0,49126.0,798.0,20000.0,37.0,49109.0,764.0,19000.0,36.0,49127.0,716.0,19000.0,37.0,49131.0,732.0,18000.0,47.0,49111.0,516.0,17000.0,46.0,49112.0,518.0,17000.0,,,,,,,,
0:9,36.0,49129.0,775.0,20000.0,37.0,49108.0,743.0,19000.0,36.0,49120.0,698.0,19000.0,37.0,49134.0,709.0,18000.0,47.0,49113.0,502.0,17000.0,46.0,49113.0,503.0,17000.0,,,,,,,,
0:9,36.0,49117.0,807.0,20000.0,37.0,49121.0,769.0,19000.0,36.0,49133.0,719.0,19000.0,37.0,49113.0,735.0,18000.0,47.0,49105.0,524.0,17000.0,46.0,49101.0,520.0,17000.0,,,,,,,,
